K,Accuracy
1,0.6129032258064516
2,0.5483870967741935
3,0.6129032258064516
4,0.5806451612903226
5,0.6129032258064516
6,0.5806451612903226
7,0.6451612903225806
8,0.6129032258064516
9,0.6129032258064516
10,0.6129032258064516
11,0.6129032258064516
12,0.6129032258064516
13,0.6451612903225806
14,0.6451612903225806
15,0.6129032258064516
